title,price_usd,sold_date,qty_sold,source,vaporizer_type,item_category,date_sold,agent_type,period_detailed,period,period_adoption
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,450.0,"Aug 11, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-08-11,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Sevotec 5 Sevoflurane Vaporizer,350.0,"Sep 17, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-09-17,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Sevotec 5 Sevoflurane Vaporizer,275.0,"Nov 23, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-11-23,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DRAGER SEVOFLURANE VAPOR 19.1 ! V,250.0,"Dec 17, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-12-17,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Sevotec 5 Sevoflurane Vaporizer,230.0,"Jan 18, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-01-18,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Datex-Ohmeda Sevotec 5 Sevoflurane Vaporizer,280.0,"Feb 14, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-02-14,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
GE Datex-Ohmeda Aladin 2 Sevoflurane Vaporizer Model BGBK00443,450.0,"Feb 12, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-02-12,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,315.35,"Feb 17, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-02-17,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
North American Drager M35054 Vapor 2000 Sevoflurane Vaporizer,899.99,"Mar 4, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-03-04,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Penlon Intermed Sevoflurane Vaporizer,250.0,"Apr 25, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-04-25,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Sevoflurane Anesthesia TEC 3 Vaporizer,600.0,"Jul 16, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-07-16,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
GE Datex Ohmeda Tec 7 Ref 1175-9319-000 Sevoflurane Anesthetic Vaporizer ~ 31777,750.0,"Aug 17, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-08-17,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager M3505-14 Vapor 2000 Sevoflurane Anesthesia Vaporizer,950.0,"Nov 24, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-11-24,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Vapor 19.1 Sevoflurane Vaporizer,325.0,"Apr 18, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-04-18,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 19.1 Sevoflurane Anesthesia Vaporizer,650.0,"Sep 6, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-09-06,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
SET OF TWO (2) A.M. Bickford Vapomatic Veterinary Vaporizer Sevoflurane Model 2,150.0,"Mar 15, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-03-15,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Anesthesia Sevoflurane Vaporizer - Penlon Sigma Delta - Quick Connect,600.0,"Sep 12, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-09-12,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Drager Sevoflurane Vapor 2000 with Auto Exclusion, Drager Fill",950.0,"Jul 23, 2023",2,eBay (Terapeak),sevoflurane,vaporizer,2023-07-23,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Anesthesia Sevoflurane Vaporizer - Cyprane,249.99,"May 18, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-05-18,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"GE Datex Ohmeda Tec 7 Ref M1057380 Anesthetic Vaporizer, Sevoflurane ~ 31775",750.0,"Aug 17, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-08-17,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
MIndray Drager Vapor 2000 Sevoflurane,350.0,"Nov 8, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-11-08,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
MIndray Drager Vapor 2000 Sevoflurane,425.0,"Nov 18, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-11-18,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex-Ohmeda Tec 7 1175-9343-000 Sevoflurane Vaporizer w/ Pole Mount,375.0,"Jan 9, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-01-09,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Vapor 2000 M35054 Sevoflurane w/Pole Mount,399.0,"Jan 24, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-01-24,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,300.0,"Apr 11, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-04-11,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Type A-VSEVO Aladin Sevoflurane Cassette Vaporizer; EMPTY ~ 34402,300.0,"Jan 29, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-01-29,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Baxter M1057380 Datex Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer ~ 34417,750.0,"Jun 7, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-06-07,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 2000 Sevoflurane Vaporizer,427.0,"Sep 12, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-09-12,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,400.0,"Feb 25, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-02-25,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 19.1 Sevoflurane Vaporizer,201.0,"Jun 12, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-06-12,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Anesthesia Sevoflurane Vaporizer - Penlon Sigma Delta - Quick Connect,450.0,"Oct 25, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-10-25,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Anesthesia Sevoflurane Vaporizer - Penlon Sigma Delta - Quick Connect,425.0,"Oct 11, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-10-11,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Sevotec 5 Sevoflurane Vaporizer,430.0,"Oct 17, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-10-17,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Anesthesia Sevoflurane Vaporizer - Penlon Sigma Delta - veterinary Usage,400.0,"Dec 2, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-12-02,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,490.0,"Jan 28, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-01-28,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Datex-Ohmeda Aladin2 Sevoflurane Vaporizer Cassette SEV P/N 1100-9030-000 ~39647,400.0,"Mar 18, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-03-18,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Datex-Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,649.99,"Mar 20, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-03-20,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
GE DATEX OHMEDA ALADIN2 EASY FILL SEVOFLURANE VAPORIZER PN#1100-9030-000,500.0,"Jun 8, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-06-08,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Penlon Sigma Delta Sevoflurane Vaporizer - Working!,450.0,"Jul 10, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-07-10,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Sevotec 3 Anesthesia Vaporizer Sevoflurane,260.0,"Jul 12, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-07-12,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Sevoflurane Vaporizer,950.0,"Mar 21, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-03-21,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Penlon Sigma Elite Sevoflurane Vaporizer,170.0,"Oct 4, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-10-04,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda Sevo Tec 7 Sevoflurane Vaporizer,150.0,"Nov 16, 2024",2,eBay (Terapeak),sevoflurane,vaporizer,2024-11-16,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
NEW GE Tec 850 Sevoflurane Vaporizer – Anesthesia Gas Delivery System,1150.0,"Jun 26, 2025",2,eBay (Terapeak),sevoflurane,vaporizer,2025-06-26,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA TEC 7 SEVOFLURANE ANESTHESIA VAPORIZER !,300.0,"Aug 12, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-08-12,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
MINDRAY DRAGER VAPOR 2000 SEVOFLURANE VAPORIZER !,450.0,"Jun 26, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-06-26,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DRAGER VAPOR 2000 SEVOFLURANE ANESTHESIA VAPORIZER,699.0,"Sep 19, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-09-19,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda TEC 7 Sevoflurane Vaporizer,350.0,"Jan 14, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-01-14,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Penlon Anesthesia Sevoflurane Vaporizer SevoFlo,321.0,"Dec 31, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-12-31,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Medical Vapor 2000 Sevoflurane Vaporizer M35054,850.0,"Jan 19, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-01-19,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Drager Vapor 2000 Sevoflurane M35054-11 Germany 2009 - for Parts,450.0,"Aug 30, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-08-30,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE Datex Ohmeda TEC 7 SEV Sevoflurane Vaporizer 1175-9301-000,650.0,"May 17, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-05-17,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Sevoflurane M35170 *US SELLER* *EXCELLENT CONDITION*,1200.0,"Feb 19, 2026",2,eBay (Terapeak),sevoflurane,vaporizer,2026-02-19,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Drager M35054-19 Vapor 2000 Sevoflurane *US SELLER* *MINT CONDITION*,1200.0,"Mar 13, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-03-13,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Penlon Sigma Delta Sevoflurane Vaporizer Anaesthesia Machine *For parts*,112.0,"Oct 19, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-10-19,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex Ohmeda 1100-9030-000 Aladin 2 Sevoflurane Easy Fill Vaporizer,680.0,"Feb 27, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-02-27,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Sevoflurane Anesthesia Vaporizer,450.0,"Jun 14, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-06-14,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Sevoflurane Vapor 2000 (Please check description below),1550.0,"Mar 10, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-03-10,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Refurbished Penlon Sigma Delta Sevoflurane Vaporizer,750.0,"Dec 9, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-12-09,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Sevoflurane Vapor 2000, Drager",302.0,"Mar 16, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-03-16,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
GE Datex Ohmeda A-VSEV Aladin Sevoflurane Cassette Vaporizer Mint in box,499.99,"Jan 11, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-01-11,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Somni Sevoflurane Vaporizer,500.0,"Dec 2, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-12-02,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Sevorane Sevoflurane 2000 Vaporizer REF M35170,749.25,"Dec 22, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-12-22,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Vapor 2000 Sevoflurane Vaporizer,700.0,"Apr 13, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-04-13,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Sevoflurane Vaporizer Select A Tec,650.0,"Oct 28, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-10-28,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
TEC 850 REF: 1177-9850-SEV SEVOFLURANE VAPORIZER BY GE,525.0,"Jan 7, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-01-07,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE Datex Ohmeda TEC 7 SEV Sevoflurane Vaporizer 1175-9319-000,548.61,"Aug 11, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-08-11,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Dräger Vapor 2000 Sevoflurane M35054-18 *Read Listing*,900.0,"Jun 19, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-06-19,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Sevoflurane,650.0,"Jun 14, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-06-14,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Sevoflurane,500.0,"Jul 22, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-07-22,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Abbott Penlon Sigma Elite Sevoflurane Anesthesia Vaporizer OX14 3PH - USED.,385.0,"Jun 29, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-06-29,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Dräger Vapor 2000 Sevoflurane M35054-23 *Read Listing*,915.0,"Jan 29, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-01-29,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Medical Vapor 2000 Sevoflurane Vaporizer M35054,700.0,"Oct 23, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-10-23,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE M1107626 Datex-Ohmeda Tec 7 Sevoflurane Vaporizer,500.0,"Feb 25, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-02-25,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Drager Vapor 2000 Sevoflurane Vaporizer,800.0,"Jan 12, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-01-12,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex Ohmeda Sevoflurane Tec-7 Vaporizer,999.99,"May 11, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-05-11,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Sevoflurane Tec-7 Vaporizer,750.0,"May 22, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-05-22,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Sevoflurane Anesthesia Vaporizer,450.0,"Dec 5, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-12-05,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Sevotec 5 Sevoflurane Vaporizer,250.0,"Jan 28, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-01-28,Sevoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Piramal Critical Care Vapor 2000 Sevoflurane,350.0,"Feb 16, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-02-16,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
drager vapor 2000 Primal Critical Care Sevoflurane,400.0,"Feb 19, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-02-19,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
drager vapor 2000 Piramal Critical Care Sevoflurane,400.0,"Feb 22, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-02-22,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
drager vapor 2000 Primal Critical Care Sevoflurane,450.0,"Feb 26, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-02-26,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Piramal Critical Care Vapor 2000 Sevoflurane See Description,375.0,"Feb 29, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-02-29,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Aladin Sevoflurane Vaporizer Cassette,150.0,"May 25, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-05-25,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA TEC 7 SEVOFLURANE ANESTHESIA VAPORIZER @ (354699),725.0,"May 2, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-05-02,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Vapor 2000 Sevoflurane Vaporizer Drager Fill, Auto Exclusion 60 Day Warranty",699.0,"Aug 28, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-08-28,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA TEC 7 SEVOFLURANE ANESTHESIA VAPORIZER !,400.0,"Jun 14, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-06-14,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA SEVOTEC 5 TEC 5 SEVOFLURANE ANESTHESIA VAPORIZER,200.0,"Jul 3, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-07-03,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA 1175-9319-000 TEC 7 SEVOFLURANE VAPORIZER,433.0,"Aug 21, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-08-21,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DRAGER VAPOR 2000 SEVOFLURANE ANESTHESIA VAPORIZER,395.0,"Sep 18, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-09-18,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DRAGER VAPOR 2000 SEVOFLURANE ANESTHESIA VAPORIZER,100.0,"Feb 22, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-02-22,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Dräger Vapor 19.2 Sevoflurane Sevorane isoflurane Vaporizer used,499.0,"Apr 20, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-04-20,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda (GE) Sevo Tec 7 Sevoflurane Vaporizer,514.0,"Mar 30, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-03-30,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
GE Datex Ohmeda Tec 7 Ref 1175-9319-000 Sevoflurane Anesthetic Vaporizer ~ 31777,325.0,"Aug 7, 2023",1,eBay (Terapeak),sevoflurane,vaporizer,2023-08-07,Sevoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
DATEX OHMEDA Tec 7 Sevoflurane Vaporizer,250.0,"Mar 20, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-03-20,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE Datex Ohmeda Tec 7 Vaporizer - Sevoflurane - Tested with Warranty,1399.0,"May 21, 2024",1,eBay (Terapeak),sevoflurane,vaporizer,2024-05-21,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"Sevoflurane Vapor 2000, Drager Fill, Auto Exclusion",300.0,"Jun 16, 2025",2,eBay (Terapeak),sevoflurane,vaporizer,2025-06-16,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Anesthesia Vaporizer TEC 7 Sevoflurane by DATEX OHMEDA,325.0,"Jul 1, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-07-01,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA TEC 7 SEVOFLURANE VAPORIZER,390.0,"Jul 15, 2025",1,eBay (Terapeak),sevoflurane,vaporizer,2025-07-15,Sevoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda TEC 7 Sevoflurane Vaporizer,500.0,"Feb 7, 2026",1,eBay (Terapeak),sevoflurane,vaporizer,2026-02-07,Sevoflurane,5_Post-ban,Post-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,62.5,"Mar 8, 2025",6,eBay (Terapeak),isoflurane,vaporizer,2025-03-08,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Anesthesia Vaporizer,312.89,"Nov 10, 2025",9,eBay (Terapeak),isoflurane,vaporizer,2025-11-10,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane M35054 Vaporizer 1/20/2024,844.0,"Sep 15, 2023",5,eBay (Terapeak),isoflurane,vaporizer,2023-09-15,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda GE Tec 7 Isotec 7 Isoflurane Vaporizer Select A Tec Mount Quik Fill,629.5,"Mar 2, 2026",4,eBay (Terapeak),isoflurane,vaporizer,2026-03-02,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Vaporizer,450.75,"Apr 17, 2025",4,eBay (Terapeak),isoflurane,vaporizer,2025-04-17,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX-OHMEDA TEC 7 ISOFLURANE VAPORIZER,387.5,"Sep 28, 2025",4,eBay (Terapeak),isoflurane,vaporizer,2025-09-28,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DRAGER VAPOR 2000 ISOFLURANE ANESTHESIA VAPORIZER,367.86,"Mar 23, 2026",7,eBay (Terapeak),isoflurane,vaporizer,2026-03-23,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Drager D-Vapor 2000 Isoflurane Vaporizer,680.0,"Jun 20, 2025",3,eBay (Terapeak),isoflurane,vaporizer,2025-06-20,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000- Isoflurane M35054 (2013) NOT TESTED- Bulk Deal Available,659.17,"Sep 17, 2023",6,eBay (Terapeak),isoflurane,vaporizer,2023-09-17,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"Anesthesia Vaporizer TEC 3, Isoflurane Cagemount, Funnel fill. NEW",847.59,"Oct 25, 2025",4,eBay (Terapeak),isoflurane,vaporizer,2025-10-25,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE Datex OHMEDA Tec 7 Isoflurane Anesthesia Vaporizer,255.0,"Jun 16, 2023",10,eBay (Terapeak),isoflurane,vaporizer,2023-06-16,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Veterinary VetEquip Isoflurane Vaporizer Tabletop Anesthesia for Animal care,833.33,"Jul 15, 2024",3,eBay (Terapeak),isoflurane,vaporizer,2024-07-15,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Aladin2 Isoflurane Vaporizer 1100-9029-000,291.67,"Oct 19, 2025",3,eBay (Terapeak),isoflurane,vaporizer,2025-10-19,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
OHMEDA BOC DATEX ISOTEC 5 Isoflurane Anesthesia Vaporizer,116.92,"Oct 16, 2025",13,eBay (Terapeak),isoflurane,vaporizer,2025-10-16,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Aladin2 Isoflurane Cassette Vaporizer,248.68,"Feb 22, 2024",3,eBay (Terapeak),isoflurane,vaporizer,2024-02-22,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE Datex-Ohmeda Aladin 2 Isoflurane Vaporizer Cassette,290.0,"Dec 10, 2023",6,eBay (Terapeak),isoflurane,vaporizer,2023-12-10,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex-Ohmeda Aladin2 Isoflurane Cassette Vaporizer,280.0,"Aug 26, 2024",3,eBay (Terapeak),isoflurane,vaporizer,2024-08-26,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda TEC 4 Isoflurane Anesthesia Vaporizer Unit (6627),142.85,"Apr 26, 2024",2,eBay (Terapeak),isoflurane,vaporizer,2024-04-26,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Vaporizer,495.0,"Jun 14, 2024",2,eBay (Terapeak),isoflurane,vaporizer,2024-06-14,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
System Specialties Veterinary Isoflurane Vaporizer Canister w/Flow Meter Control,1150.0,"Nov 13, 2025",2,eBay (Terapeak),isoflurane,vaporizer,2025-11-13,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Tec 7 Isoflurane Vaporizer,335.83,"Oct 13, 2025",6,eBay (Terapeak),isoflurane,vaporizer,2025-10-13,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager vapor 2000 Isoflurane,750.0,"Jul 24, 2025",2,eBay (Terapeak),isoflurane,vaporizer,2025-07-24,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
