title,price_usd,sold_date,qty_sold,source,vaporizer_type,item_category,date_sold,agent_type,period_detailed,period,period_adoption
Ohmeda Medical Isotec 4 Isoflurane Vaporizer,110.0,"Feb 29, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-02-29,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda GE Aladin Isoflurane Vaporizer a-viso,100.0,"Jan 8, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-08,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 19.1 Isoflurane Vaporizer,304.0,"Jul 11, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-07-11,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Vapor 2000 Isoflurane Anesthesia Vaporizer M35054,290.0,"Oct 17, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-10-17,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 19.1 Isoflurane Vaporizer,250.0,"Jul 25, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-07-25,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA TEC 7 ISOFLURANE VAPORIZER,100.0,"Nov 30, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-11-30,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 2000 Isoflurane Vaporizer,175.0,"Aug 19, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-08-19,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex Ohmeda Isotec 4 Isoflurane Vaporizer,75.99,"Sep 23, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-09-23,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 2000 Isoflurane Vaporizer,250.0,"Oct 2, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-10-02,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,156.79,"Nov 22, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-11-22,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,124.0,"Jan 28, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-28,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,99.0,"Feb 19, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-02-19,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 2000 Isoflurane Vaporizer,200.0,"Mar 14, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-03-14,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 2000 Isoflurane Vaporizer,225.0,"Mar 13, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-03-13,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,309.0,"Jun 5, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-06-05,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,290.0,"Jul 24, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-07-24,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,99.99,"Sep 15, 2025",2,eBay (Terapeak),isoflurane,vaporizer,2025-09-15,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,250.0,"Aug 13, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-08-13,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,250.0,"Aug 11, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-08-11,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 19.1 Isoflurane Vaporizer,183.0,"Sep 8, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-09-08,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 19.1 Isoflurane Vaporizer,183.0,"Sep 17, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-09-17,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 19.1 Isoflurane Vaporizer,95.0,"Dec 4, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-12-04,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,110.0,"Jan 15, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-01-15,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Draeger Medical Vapor 19.1 Isoflurane Vaporizer,106.0,"Mar 23, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-03-23,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Ohmeda Isotec 5 Vaporizer Isoflurane,178.5,"Mar 29, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-03-29,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager 19.1 Isoflurane Anesthesia Vapor,399.99,"Jul 12, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-07-12,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
North American Drager Isoflurane Vapor 19.1 Vaporizer Lot Of 3 (MAY SEPARATE),570.0,"Dec 13, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-12-13,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Isoflurane Vapor 2000,1200.0,"Feb 29, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-02-29,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
North American Drager Isoflurane Vapor 19.1 Vaporizer,150.0,"Dec 6, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-12-06,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Draeger Medical Vapor 2000 Isoflurane Vaporizer,199.8,"Jul 12, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-07-12,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,100.0,"Sep 5, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-09-05,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,270.0,"Sep 15, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-09-15,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,100.0,"Oct 9, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-10-09,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,100.0,"Oct 9, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-10-09,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,314.5,"Sep 21, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-09-21,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
North American Drager Isoflurane Vapor 19.1 Vaporizer Lot Of 2,450.0,"Dec 2, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-12-02,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex-Ohmeda Aladin Isoflurane Vaporizer,125.0,"Jan 5, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-01-05,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
North American Drager Vapor 2000 Isoflurane Vaporizer,250.0,"May 29, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-05-29,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Aladin2 Isoflurane Cassette Vaporizer,135.0,"Mar 27, 2024",2,eBay (Terapeak),isoflurane,vaporizer,2024-03-27,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 19.1 Isoflurane Vaporizer,152.5,"Apr 15, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-04-15,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda ISOTEC 4 Isoflurane Vaporizer,100.0,"Aug 10, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-08-10,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 2000 Isoflurane Vaporizer,222.0,"Jun 21, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-06-21,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,250.0,"Aug 10, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-08-10,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA ISOFLURANE ISOTEC 5 VAPORIZER,170.0,"Dec 12, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-12-12,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 2000 Isoflurane Vaporizer,225.0,"Aug 27, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-08-27,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,262.65,"Aug 29, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-08-29,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Anesthesia Vaporizer,250.0,"Sep 10, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-09-10,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda ISOTEC 5 Isoflurane Vaporizer,80.0,"Oct 12, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-10-12,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Portable Isoflurane Penlon Intermed Vaporizer Penlon Sigma Delta,320.0,"Jan 29, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-29,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Anesthesia Vaporizer,183.0,"Feb 3, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-02-03,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
DATEX OHMEDA isotec 4 Vaporizer isoflurane vaporizer,75.0,"Feb 14, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-02-14,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,200.0,"Mar 13, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-03-13,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,75.0,"Mar 2, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-03-02,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda Medical Isotec 4 Isoflurane Vaporizer,120.0,"Apr 11, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-04-11,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Anesthesia Vaporizer,249.0,"May 1, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-05-01,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Anesthesia Vaporizer,255.0,"May 8, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-05-08,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 2000 Isoflurane Vaporizer,250.0,"May 15, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-05-15,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 2000 Isoflurane Vaporizer,242.25,"May 26, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-05-26,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 2000 Isoflurane Vaporizer,220.0,"May 28, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-05-28,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 1175-9101-000 Isoflurane Anesthesia Vaporizer,220.0,"May 28, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-05-28,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 1175-9101-000 Isoflurane Anesthesia Vaporizer,200.0,"Sep 5, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-09-05,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 19.1 Isoflurane Vaporizer,102.0,"Jul 27, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-07-27,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 1175-9101-000 Isoflurane Anesthesia Vaporizer,399.99,"Oct 27, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-10-27,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,100.0,"Sep 17, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-09-17,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,107.0,"Dec 16, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-12-16,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohio Medical Products Model 100F Isoflurane Vaporizer,112.0,"Sep 24, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-09-24,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 19.1 Isoflurane Vaporizer,156.0,"Oct 27, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-10-27,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Aladin2 Isoflurane Vaporizer Cassette,140.0,"Nov 26, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-11-26,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Aladin2 Isoflurane Vaporizer Cassette,140.0,"Nov 26, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-11-26,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda Medical TEC Isotec 4 Isoflurane Vaporizer,90.0,"Jan 15, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-01-15,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Datex Ohmeda M1057380 Tec 7 Isoflurane Vaporizer Sold As-Is,750.0,"Aug 31, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-08-31,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
GE DATEX-OHMEDA ISO TEC 7 1175-9101-000 Isoflurane Anesthesia Vaporizer,100.0,"Apr 2, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-04-02,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"2007 Drager Medical Isoflurane Vaporizer Vapor 2000, Ref M35160",250.0,"May 31, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-05-31,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager M35160 Vapor 2000 Isoflurane Vaporizer,375.0,"Jun 7, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-06-07,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"GE Datex Ohmeda Isotec 7 (Tec 7) Isoflurane Vaporizer, Anesthetic, Empty",250.0,"Jun 16, 2023",5,eBay (Terapeak),isoflurane,vaporizer,2023-06-16,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"GE Datex Ohmeda Tec 7 Ref 1175-9101-000 Isoflurane Vaporizer, Isotec 7",350.0,"Jul 15, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-07-15,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"GE Drager Vapor 19.3 ISOFLURANE Anesthesia Vaporizer, EMPTY",351.04,"Aug 4, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-08-04,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"Drager Medical Vapor 19.3 ISOFLURANE Anesthetic Vaporizer, OR Surgery",303.45,"Jul 19, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-07-19,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
"BOC Healthcare Datex Ohmeda Isotec 5 (Tec 5) Isoflurane Vaporizer, EMPTY",270.0,"Aug 2, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-08-02,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
R189140 VetEquip TableTop Veterinary Isoflurane Laboratory Vaporizer,308.0,"Jan 30, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-01-30,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Isoflurane Vapor 19.1 Anesthetic Vaporizer Dräger Anesthesia,200.0,"Mar 21, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-03-21,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Vaporizer,400.0,"Apr 30, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-04-30,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Medical Isoflurane Anesthesia Vaporizer Model Vapor 19.1,310.0,"Aug 19, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-08-19,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Medical Isoflurane Anesthesia Vaporizer Model Vapor 19.1,250.0,"Oct 7, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-10-07,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Aladin2 Isoflurane Cassette Vaporizer,225.0,"Jan 23, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-23,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohio Medical Isoflurane Vaporizer Veterinary Key-Fill,150.0,"Sep 20, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-09-20,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
A.M. Bickford Vapomatic Veterinary Vaporizer Isoflurane Model 2 Funnel-Fill,50.0,"Nov 19, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-11-19,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
R194793 VetEquip TableTop Veterinary Isoflurane Laboratory Vaporizer,200.0,"Sep 18, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-09-18,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohio Medical Isoflurane Vaporizer Veterinary Key-Fill,300.0,"Sep 30, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-09-30,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 Isoflurane Vaporizer,325.0,"Sep 23, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-09-23,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE Datex Ohmeda Tec 7 1175-9101-000 Isoflurane Anesthesia Vaporizer AS IS,386.75,"Dec 3, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-12-03,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Isoflurane Vaporizer Anesthesia Veterinary Unit - Vetland Medical ISOTEK 3,375.0,"Jan 27, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-01-27,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,107.5,"Mar 2, 2026",1,eBay (Terapeak),isoflurane,vaporizer,2026-03-02,Isoflurane,5_Post-ban,Post-regulation,Post-adoption
GE Datex ISOTEC 7 Tec 7 Ref 1175-9101-000 Isoflurane Anesthesia Vaporizer,400.0,"Apr 10, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-04-10,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex Ohmeda Aladin A-VISO Isoflurane Anesthesia Vaporizer,185.0,"Jun 5, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-06-05,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
GE Datex ISOTEC 7 Tec 7 Ref 1175-9121-000 Isoflurane Anesthesia Vaporizer,375.0,"Jul 16, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-07-16,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,120.0,"Jun 23, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-06-23,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,250.0,"Jun 27, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-06-27,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
GE Isotec 7 Ohmeda Tec 7 Ref 1175-9101-000 Isoflurane Vaporizer,400.0,"Oct 13, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-10-13,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
"Drager Medical System Vapor 19.3 Anesthesia Vaporizer, Agent: ISOFLURANE",339.14,"Aug 30, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-08-30,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,280.0,"Aug 25, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-08-25,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,270.0,"Sep 15, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-09-15,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,150.0,"Sep 28, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-09-28,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Ohio Medical Fortec Isoflurane Forane Vaporizer,100.0,"Sep 26, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-09-26,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,100.0,"Oct 9, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-10-09,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,150.0,"Sep 28, 2023",1,eBay (Terapeak),isoflurane,vaporizer,2023-09-28,Isoflurane,2_Post-proposal,Pre-regulation,Pre-adoption
Drager M35160 Vapor 2000 Isoflurane Anesthesia Vaporizer,779.0,"Jan 12, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-01-12,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Datex-Ohmeda Aladin Isoflurane Vaporizer,125.0,"Jan 5, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-01-05,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Vapor 2000 M35160 Isoflurane Vaporizer w/ Pole Mount,300.0,"Jan 13, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-01-13,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Drager Medical Isoflurane Anesthesia Vaporizer Model Vapor 19.1,250.0,"Apr 29, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-04-29,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Isotec 5 Isoflurane Vaporizer,50.0,"Jan 27, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-01-27,Isoflurane,3_Post-agreement,Pre-regulation,Pre-adoption
Spacelabs BleaseDatum Isoflurane Vaporizer,300.0,"May 6, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-05-06,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Drager Vapor 2000 M35160 Isoflurane Vaporizer w/ Pole Mount,300.0,"Apr 24, 2024",2,eBay (Terapeak),isoflurane,vaporizer,2024-04-24,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
"GE Datex Ohmeda Isotec 7 Isoflurane Vaporizer; Anesthetic, Empty",250.0,"Feb 29, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-02-29,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,201.0,"Mar 26, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-03-26,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda 1175-9101-000 Tec 7 Isoflurane Vaporizer,485.0,"Apr 10, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-04-10,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Draeger Medical Vapor 19.1 Isoflurane Vaporizer,195.0,"Oct 9, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-10-09,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
medical equipment Drager Isoflurane Vaporizer,200.0,"Oct 28, 2024",1,eBay (Terapeak),isoflurane,vaporizer,2024-10-28,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda Medical TEC Isotec 4 Isoflurane Vaporizer,94.5,"Jan 10, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-01-10,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Dragerwerk AG Lubeck Drager Vapor 19.1 Isoflurane Anethesia Vaporizer,99.99,"Feb 19, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-02-19,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Dragerwerk AG Lubeck Drager Vapor 19.1 Isoflurane Anethesia Vaporizer,49.99,"Mar 10, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-03-10,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Dragerwerk AG Lubeck Drager Vapor 19.1 Isoflurane Anethesia Vaporizer,39.99,"Mar 17, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-03-17,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,190.0,"Mar 27, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-03-27,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Ohmeda Medical Isotec 4 Isoflurane Vaporizer,108.0,"Apr 11, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-04-11,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Datex-Ohmeda Tec 7 Isoflurane Vaporizer,150.0,"May 15, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-05-15,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
Isoflurane Anesthesia Vaporizer for veterinary use manufactured in England,499.99,"Jun 5, 2025",1,eBay (Terapeak),isoflurane,vaporizer,2025-06-05,Isoflurane,4_Post-adoption,Pre-regulation,Post-adoption
